,name,duration,rating,review,sentimen
400,The Bowo,4 years ago,5 stars,suka tempat atmospere,1
401,Bunga Aisyah,3 years ago,5 stars,tempat bagus kunjung,1
402,fnaljh,3 years ago,5 stars,ikonik yogyakarta wajib kunjung,1
403,subaedah bahri,3 years ago,5 stars,adik jalan pasang,1
404,Frankly Christober Pamian,5 years ago,5 stars,salah satu banyak tempat kunjung ada yogyakarta ajar budaya jawa sini lihat tari tradisional jawa nikmat arsitektur bangun banyak,1
405,Graham Rodda,7 years ago,5 stars,alam hebat pintu masuk sisi barat dekat jam pandu sangat martabat bangga,1
406,Afia Rosdiana,3 years ago,5 stars,tempat sejarah indah,1
407,Bharata Kalbuaji,5 years ago,5 stars,tempat sejarah sangat bagus ajar banyak nikmat udara banyak,1
408,abhiseka tourandcarrental,3 years ago,5 stars,waris sejarah luar biasa luar biasa layak kunjung,1
409,Rizky Hermawan,5 years ago,5 stars,ada yogyakarta lama tahun tahun dalam pertama kali sini tempat bagus banyak unjung lebih baik pergi sini bukan libur,1
410,Muh. N. Dewantoro,6 years ago,5 stars,kraton yogyakarta rupa salah satu raja aku dunia sangat istimewa letak buah negara bukan raja jadi saran kalau mau lebih bagus sini upacara tentu,1
411,Anisa Winda Sari,4 years ago,5 stars,the kraton of yogyakarta bahasa indonesia kraton yogyakarta hadiningrat javanese is a palace complex located in the city of yogyakarta yogyakarta special region indonesia it is the official seat of the,1
412,Mira Fadilah,4 years ago,5 stars,kraton yogyakarta rupa kraton tradisional milik banyak bangun arsitektur jawa ajar sejarah sultan yogyakarta unjung tempat layak laku,1
413,Jobs 78,3 years ago,5 stars,kisah raja hamengkubuwono ix berapa baik layan negara kraton sangat indah sangat rekomendasi tempat kunjung ada yogyakarta,1
414,Benedict Benjamin,2 years ago,5 stars,banyak cinta sana,1
415,Evita Brown,7 years ago,5 stars,sempat luar biasa lihat kraton jawa aktif cukup tarik dapat pandu mahal,0
416,Galih Angga,3 years ago,5 stars,yogyakarta indah budaya,1
417,ARIF HARAHAP,5 years ago,5 stars,jajah tempat hostorical yogyakarta sini masuk raja raja masa masa bagai prajurit raja setia sekarang,1
418,melly tisera,4 years ago,5 stars,tempat tarik lihat lebih dekat hidup kraton lebih baik ambil pandu dapat info jelas sejarah,1
419,Hansjürgen Schwarz (Blacky - KA),4 years ago,5 stars,kraton sangat bagus banyak sejarah lihat semua jelas fotos deskripsi sewa pandu jelas lebih banyak yogyakarta rupa ibu kota masa lalu milik banyak pengaruh,1
420,Dian Lestariningsih,4 years ago,5 stars,hadir pamer aga busana yogyakarta international batik beinnale koleksi bagus,1
421,Syailendra Pasirien,4 years ago,5 stars,kraton benar benar megah temu abdi dalem pria kerja abdi keluarga raja segala tradisi budaya yogyakarta,1
422,Alexis Nicole Sacha,5 years ago,5 stars,tempat tempat kunjung pergi yogyakarta,1
423,Philipus Bekti,3 years ago,5 stars,museum jawa tempat sejarah baik yogyakarta kenal sejarah indonesia budaya jawa,1
424,Annisa Handayani,4 years ago,5 stars,mulai tunjuk jam pagi,1
425,Inge Diredja,4 years ago,5 stars,tempat sejarah kenal sultan jawa tonton wayang main tradisional,1
426,Lulu Azizah,4 years ago,5 stars,sangat damai suka layan hebat pandu wisata baik pernah ibu pujiiii,1
427,Khisi K,5 years ago,5 stars,kata banyak habis banyak waktu sini datang yogyakarta pasti mampir kraton tempat sejarah,1
428,Kharysma Sitorus,3 years ago,5 stars,terlalu ramai indah kagum jajah potret,0
429,Rama dhina,3 years ago,5 stars,tempat sejarah yogya,1
430,Muhammad Irfan Fauzi,4 years ago,5 stars,kraton waris bagus nyaman,1
431,rizky hermawan,5 years ago,5 stars,suka budaya jawa yogyakarta tempat tepat tempat kaya budaya misterius besar mistis sama,1
432,"Reku Hizaki, drg",10 months ago,5 stars,tempat bagus bawa anak anak muda,1
433,Desak Nyoman Surya Suameitria Dewi,3 years ago,5 stars,salah satu tempat wisata wajib kunjung yogyakarta,1
434,Sukro Suntoro,5 years ago,5 stars,tempat bagus budaya waris yogyakarta kraton yogyakarta tempat tepat tuju milik alam tahu raja yogyakarta,1
435,Firman Prayoga,a year ago,5 stars,tempat baik tahu sejarah daerah istimewa yogyakarta,1
436,Eko Prasetyo,4 years ago,5 stars,tempat bagus kunjung,1
437,Rachel Amanda,5 years ago,5 stars,tahu lebih banyak cara kerja kastil pergi kraton sangat senang tahu potong sejarah yogyakarta,1
438,Irsyaad Hanif,5 years ago,5 stars,tempat bagus ambil waktu istirahat,1
439,Dahlia Buwana,4 years ago,5 stars,baik guna pandu wisata kunjung sana sejarah tempat sangat tarik,1
440,dias zulfan a,5 years ago,5 stars,studi tur skanda,1
441,Liburan Jogja,6 years ago,5 stars,tempat bagus kunjung libur sama anak anak waktu baik kunjung pagi,1
442,Indra Haryanto,5 years ago,5 stars,sangat bagus kunjung sewa pandu wisata paham cerita,1
443,Agus Trihan,4 years ago,5 stars,takjub lihat dengar sejarah kraton yogyakarta sangat saran abdi dalem cerita kisah,1
444,Cynthia Dewi Taufiq,5 years ago,5 stars,kraton yogyakarta rupa tempat tinggal sultan hamengkubuwono ikut tur pandu bantu dapat informasi lebih lanjut,1
445,Muhammad Shiddieqiy,6 years ago,5 stars,kraton sultan yogyakarta fungsi sekarang sini harga jangkau pandu tournya,1
446,Arif wibowo,5 years ago,5 stars,salah satu tempat ikonik yogyakarta,1
447,Dewi Anurogo,7 years ago,5 stars,tahu sejarah yogyakarta khusus raja salah satu tempat tepat mulai,1
448,Anna King,3 years ago,5 stars,situs sejarah yogyakarta benar kraton nyata sultan raja senang didik,1
449,Aris Kristianto,5 years ago,5 stars,tempat cerita raja yogyakarta pikir sini budaya asal percaya alam baik datang tempat baik jadi jangan tinggal,1
450,amalia hartiningrum,3 years ago,5 stars,tempat damai pernah lihat tiket masuk idr tutup jam siang,1
451,Octavian Graceas,a year ago,5 stars,selalu kagum tempat,1
452,iermae ier,5 years ago,5 stars,pandu lokal pandu cerita sejarah kraton yogyakarta tempat bagus ajar sejarah yogyakarta,1
453,Jull (Jull),4 years ago,5 stars,tempat takjub libur sama teman teman,1
454,Captain Vlogs,4 years ago,5 stars,tinggal lama tempat bagus sejarah,1
455,Urip Tri Prastowo,4 years ago,5 stars,tempat bagus yogyakarta pikir unjung tempat ajar sejarah yogyakarta temu orang orang baik lain,1
456,Bin Wirawan,3 years ago,5 stars,kraton sultan yogyakarta diri sejak tahun bangun diri waktu beda,1
457,Dausi A,a year ago,5 stars,sejarah jawa pandu bagus cerita bagus tempat renovasi,1
458,Aty MS,5 years ago,5 stars,tinggal yogyakarta lokasi pusat kota lewat penuh benda sejarah guna giat the king of yogyakarta maupun acara,1
459,Abdul Wahab Badruddin,3 years ago,5 stars,awat baik meski artefak tampil tempat benar harap,1
460,Arina Prinsiska,4 years ago,5 stars,pasuk kraton sama beberapa orang abdi dalem tani cerita kraton,1
461,F DC,6 years ago,5 stars,layak kunjung hampir pernah pergi tempat keramat sama teman teman reuni foto teman teman sedang nikmat kraton,1
462,Andi Sumarno,4 years ago,5 stars,kraton yogyakarta sekarang jadi museum datang sini saksi budaya yogyakarta tempat sangat sakral,1
463,Desha Sanyal,3 years ago,5 stars,sejarah tempat mana temu paling dekat museum kraton,1
464,Ang Pangas,5 years ago,5 stars,air biru benar benar mikat tur pandu bagus siap jawab semua tanya,1
465,NURCAHYONO,11 months ago,5 stars,tempat luar biasa,1
466,Winny Ismianti,4 years ago,5 stars,tempat bagus mulai ajar sejarah yogyakarta sebut daerah istimewa,1
467,Arief Marwanto,a year ago,5 stars,legenda kraton yogyakarta tempat nyaman ajar sejarah jawa,1
468,Bunga,3 years ago,5 stars,milik banyak aku kisah sejarah cerita pandu,1
469,Tantan Sumartana,4 years ago,5 stars,kraton indah indonesia sering unjung kraton makin datang makin cinta tempat,1
470,Annie Savitri,4 years ago,5 stars,suka tempat aneh dingin duduk sana santa lama jam jam sayang tutup terlalu awal,1
471,Soebekti Seno,4 years ago,5 stars,indah megah tempat kumpul sama keluarga warga yogya wisata,1
472,Mark Lubbinge,6 years ago,5 stars,sangat indah patut kunjung milik orang lelaki tua sangat baik ramah pandu,1
473,Mujiburrohman Bakri,2 years ago,5 stars,cagar budaya jaga sangat baik ramah luar biasa,1
474,Zacky Hutama,7 years ago,5 stars,kraton yogyakarta kraton yogyakarta salah satu tempat kunjung pergi yogyakarta tempat dalam beri sejarah daerah istimewa yogyakarta,1
475,Niko Goodfellow,2 years ago,5 stars,kraton yogyakarta tempat raja sultan yogyakarta bangun gaya jawa unik,1
476,Muhamad Diksa,6 years ago,5 stars,sangat nikmat jajah tempat sayang datang satu jam tempat tutup,1
477,Hairul Afizee (highrulez),3 years ago,5 stars,pasti pakai pakai topi sesuai boleh tempat bagus besar,1
478,bima arivia nurhuda,4 years ago,5 stars,salah satu tempat bayang masa lalu best view best art the center of java,1
479,Nurni Guide,3 years ago,5 stars,kraton benar benar sambut jajah apa milik buah raja poros yogyakarta,1
480,Daryadi Aditya,3 years ago,5 stars,caption apa apa,1
481,Advis Satria,4 years ago,5 stars,tinggal nasional banyak cerita sejarah tempat tinggal sultan hb x raja ngayogyakarto hadiningrat,1
482,Sri Nararia Anggita Damayanti,a year ago,5 stars,sayang masuk pelihara sana,1
483,Dama Qoriy,4 years ago,5 stars,tempat edukatif sejarah budaya perhati jadwal tour kunjung,1
484,Jefanya Givenfirsta,6 years ago,5 stars,kompleks kratonnya lihat sederhana sangat indah tempat penuh sesak,1
485,Indah Purnama Sari,4 years ago,5 stars,unjung kraton tahu keluarga raja abd sejarah yogyakarta,1
486,Zulkifli Zainal,a year ago,5 stars,tempat wisata museum bagus,1
487,Sayekti Qalb,5 years ago,5 stars,pohon beringin kembar milik mitos spiritual pohon rasa momen,1
488,Ahimsa W Swadeshi,3 years ago,5 stars,ajar sejarah sultan yogyakarta bahkan lihat sendiri residen sultan,1
489,Muhammad Rifa'i,4 years ago,5 stars,tempat sangat indah sangat saran unjung tempat,1
490,Septiyan Dede Kurniawan,5 years ago,5 stars,kota luar biasa banyak tempat libur pantai panjang kidul,1
491,Rudolf,5 years ago,5 stars,tempat pertama kunjung yogyakarta tempat indah sejarah tarik tempat kunjung benteng vredeburg,1
492,arda,5 years ago,5 stars,tempat sejarah rekomendasi turis sana jangan lupa terjemah,1
493,Aisyah Hasmiar,5 years ago,5 stars,ikon yogyakarta tempat unik indah semua turis unjung yogyakarta unjung kraton yogyakarta,1
494,Marwan Azwar,3 years ago,5 stars,panjang umur raja,1
495,Alexandra Horkavá,5 years ago,5 stars,sejarah luar biasa banyak orang baik tunjuk gratis makan siang harga murah,1
496,Tiku Torres,4 years ago,5 stars,orang sangat hangat,1
497,Zulfia Aziziatul Fadlila,3 years ago,5 stars,tempat keren sangat ikonik,1
498,Rakyan Rachman Bimoseno,6 years ago,5 stars,tempat bagus kunjung milik alam budaya jawa luar biasa sini,1
499,Muliarta Dp,3 years ago,5 stars,momen buat yogyakarta,1
500,Rizka D. Widyawati,2 years ago,5 stars,tempat sangat bagus kunjung ajar waris,1
501,Gani Susanto,4 years ago,5 stars,museum bagus tahu sejarah transportasi yogyakarta masa lalu,1
502,Hansen Yohansa,4 years ago,5 stars,unjung tempat datang tunjuk wayang kulit atas panggung,1
503,Tyko Saso,4 years ago,5 stars,tempat budaya sejarah tempat bagus kunjung,1
504,Alexander Dimas Kelvin Jonathan Hutabarat,3 years ago,5 stars,kraton sultan yogyakarta milik banyak bangun hias tunjuk banyak hibur,1
505,Tony Hariadi,a year ago,5 stars,tempat sejarah wajib kunjung jogja,1
506,Wardatun Nafisah,5 years ago,5 stars,suka tempat tempat indah ajar,1
507,Dyea Days,3 years ago,5 stars,tunjuk kraton tradisional waris budaya benar indonesia,1
508,luthfia hajar,5 years ago,5 stars,tempat bagus tahu sejarah hidup kraton lebih baik jajah tempat pandu wisata,1
509,Sulisthio Tjong,5 years ago,5 stars,kraton sangat bagus penuh sejarah contoh budaya indonesia bagus,1
510,Ramadhani Santoso,3 years ago,5 stars,tempat bagus ajar budaya yogyakarta,1
511,Kosmas Mahendra,6 years ago,5 stars,kraton sini ajar banyak sejarah yogyakarta hadiningrat raja wakil kota sendiri,1
512,Khalid Hamid,5 years ago,5 stars,sultan tinggal sini kraton beda terlalu besar kecil,1
513,Husni Suryo,4 years ago,5 stars,tempat sejarah bagus,1
514,Izzudin Mubarak,3 years ago,5 stars,tempat sejarah luar biasa,1
515,Yudith Ananda,7 years ago,5 stars,datang kraton rasa lingkung damai,1
516,Sabil Tea,2 years ago,5 stars,sultan kraton yogyakarta,1
517,Nursyifa Rani,4 years ago,5 stars,lebih baik minta pandu pandu keliling tur harga,1
518,BINTARA DWI SAPUTRA,5 years ago,5 stars,tempat baik ajar java sewa pandu lokal dapat lebih banyak informasi,1
519,ASNIMAR Asmara Hati,a year ago,5 stars,pertama kali sini indah,1
520,Adrian Pereira,6 years ago,5 stars,kunjung ada yogyakarta dapat pandu lokal cerita kisah bayar gaji adil dukung pariwisata lokal,1
521,Rahmat Setiadi,4 years ago,5 stars,situs sejarah sangat baik pusat kota yoyakarta daerah istimewa yogyakarta,1
522,I Gusti Putu Endra Armika,3 years ago,5 stars,pertama kali yogyakarta lihat budaya jawa indah luar biasa,1
523,Diah Cintya,5 years ago,5 stars,salah satu galeri layak kunjung yogyakarta ruang cukup habis lebih satu jam tur,1
524,Merisa Putri,5 years ago,5 stars,sungguh jalan sejarah,1
525,GARTHINDO channel,4 years ago,5 stars,tempat tidur keluarga raja tenang nyaman lokasi pusat kota jawa tengah,1
526,Agus Sukertha,2 years ago,5 stars,titik pusat perintah yogyakarta kraton rupa tempat tinggal raja sultan,1
527,Dhee,5 years ago,5 stars,tempat bagus kunjung pandu wisata kraton dongeng baik,1
528,Eko Ardisuseno,3 years ago,5 stars,luar biasa suasana keliling,1
529,Adibah Safira,3 years ago,5 stars,tempat bagus tahu bagaimana budaya lokal sejarah daerah istimewa yogya,1
530,Rijal Haidar,6 years ago,5 stars,antik tempat budaya terlalu banyak kenang sana utama cerita hb ix,1
531,Susie Chen,5 years ago,5 stars,kraton sejarah kunjung lancong jajah raja jawa kuno,1
532,Zunan Arief,5 years ago,5 stars,recommended place wisata yogyakarta wisata sejarah tempat wajib kunjung,1
533,wijaya adjie,4 years ago,5 stars,tempat luar biasa orang orang hebat budaya hebat penuh baik,1
534,s tri,4 years ago,5 stars,tempat bagus tahu ajar budaya yogyakarta tempat parkir cukup,1
535,J Suparman,3 years ago,5 stars,kraton sejarah indah tempat bagus makan siang bale raos,1
536,Nirmala Agus,3 years ago,5 stars,kota budaya kuat,1
537,dEsTiNyZ_pLaY,4 years ago,5 stars,tempat tarik ajar sejarah budaya yogyakarta pandu wisata baik,1
538,Yosep Saputra,5 years ago,5 stars,suka bangun barang sejarah salah satu situs rawat baik,1
539,michael gandareta,4 years ago,5 stars,objek wisata bagus,1
540,bernardus legowo,3 years ago,5 stars,tempat suci tenang bagus,1
541,Hams Lovers,3 years ago,5 stars,luar biasa datang sini ajar sejarah,1
542,AmYu Sulistyo,6 years ago,5 stars,kraton sultan pimpin yogyakarta luar biasa,1
543,Umi Rahmawati,5 years ago,5 stars,sungguh takjub lihat hidup tradisional nyata bangun tradisional sini,1
544,Riyan Rismayana,6 years ago,5 stars,tempat senang banyak ubah sejak datang tempat pertama kali tahun,1
545,Joseph Ashmore,6 years ago,5 stars,kraton raja ingat lihat langit langit banyak lihat takjub,1
546,hirfa “dgoldenphoenix” jannah,4 years ago,5 stars,tempat bagus ajar utama ajar sejarah budaya yogyakarta,1
547,Gregorius Beny,5 years ago,5 stars,penuh semangat suci,1
548,Silvia Sance,4 years ago,5 stars,tempat umum cctv padahal banyak barang harga malah,1
549,Deddy Ramadhani,5 years ago,5 stars,ajar bagai sejarah kraton yogyakarta sini bayar jumlah uang bawa kamera,1
550,Tri Wahyu Trisna Murti,4 years ago,5 stars,tempat sangat ajaib datang sini ajar banyak yogyakarta,1
551,juliana anggraini,2 years ago,5 stars,suka sejarah senang ada sini,1
552,Andrew Rusli,3 years ago,5 stars,salah satu atraksi waris utama yogyakarta beberapa kerja baik sana,1
553,Wahid Setyawan,5 years ago,5 stars,benar tempat bagus perlu lebih banyak baik buat lebih baik,1
554,Farrah Rahmi,5 years ago,5 stars,sejarah sangat bagus tahu orang indonesia,1
555,Bilel BBR,3 years ago,5 stars,tempat bagus kunjung temu budaya lokal harga jangkau,1
556,Sara Saraa,4 years ago,5 stars,kraton indah indah orang orang dalam,1
557,Huhu Craft,4 years ago,5 stars,unjung tempat ada yogyakarta jangan pernah lewat,1
558,Hesti Agustini,3 years ago,5 stars,besar semua sejarah,1
559,Ww A Haryanto,4 years ago,5 stars,kraton sejarah raja yogyakarta,1
560,Donny Wardhana,4 years ago,5 stars,buah waris budaya jawa pelihara baik layak kunjung,1
561,Gabriella Ayang Zetika,4 years ago,5 stars,tempat kagum kunjung,1
562,dessy andriyani,4 years ago,5 stars,cinta budaya orang orang sekitar,1
563,Hadeuh,8 years ago,5 stars,tempat sangat bagus tempat kunjung unjung yogya,1
564,Marcella Reina Puspita,4 years ago,5 stars,salah satu sejarah raja indonesia kunjung benar benar pusat budaya,1
565,Heldy Vincent,5 years ago,5 stars,tempat indah tempat wajib kunjung ada yogyakarta,1
566,Keni,3 years ago,5 stars,spesial banyak tempat bosan jogja,1
567,Reny Puji,4 years ago,5 stars,simbol yogyakarta kenal budaya tradisional indah,1
568,budi riza,5 years ago,5 stars,layak kunjung ada yogyakarta ajar lebih banyak sejarah jogja,1
569,Princa Karim,5 years ago,5 stars,tempat sangat indah,1
570,Nixon Widjaja,4 years ago,5 stars,kraton kenal paling kagum besar indonesia,1
571,Cindy Arum,4 years ago,5 stars,pusat budaya jawa kaya sejarah tahu hormat,1
572,Audz,3 years ago,5 stars,bagus senang harga tiket murah,1
573,Priyo Wibowo,5 years ago,5 stars,tempat sejarah bagus didik anak anak budaya tinggi jawa,1
574,W. iP (Windi iNtan),5 years ago,5 stars,betah yoga kraton bawa aroma terapi,1
575,Jordan Fernaldy,5 years ago,5 stars,tempat sejarah cocok traveler tahu budaya yogyakarta,1
576,Senja Prananta,9 months ago,5 stars,yogyakarta nyaman ramah,1
577,Hadi Saputra,6 years ago,5 stars,tempat sangat sejarah sakral utama barang antik gambar,1
578,gya Queen,7 years ago,5 stars,putra ayah pergi sana kata tempat bagus,1
579,Mus‘idul Millah,7 years ago,5 stars,bukti raja mataram islam yogyakarta hadiningrat,1
580,Indah Nuraini,4 years ago,5 stars,masuk ajar tempat bagus tahu raja yogyakarta wkwk,1
581,Benny Mahendra,6 years ago,5 stars,kraton sultan tempat tepat kunjung sejarah gemas kunjung,1
582,Mohd Imran,4 years ago,5 stars,bintang ibu sari pandu wisata nominasi tahun,1
583,Ambar Wati,3 years ago,5 stars,tempat tepat lihat betapa takjub waris budaya yogyakarta,1
584,Wulan Aditia,5 years ago,5 stars,kraton daerah istimewa yogyakarta foto foto sultan kraton lihat tempat sultan pertama,1
585,sendang prada,4 years ago,5 stars,pergi sini libur sekolah sama anak anak suka arsitektur sejarah,1
586,Pio Gio,10 months ago,5 stars,lihat ada jogja,1
587,DigitAdventura,3 years ago,5 stars,mantap banget banyak tempat wisata intagrammable banget,1
588,Deden Wahyudiyanto,3 years ago,5 stars,selalu suka nuansa kraton lingkung sekitar,1
589,Phelia Felim,5 years ago,5 stars,kunjung rumah sri sultan hamengkubuwono pukul,1
590,Jaya Wi364,2 years ago,5 stars,bangga gembira kraton sultan,1
591,Alit Wijana,a year ago,5 stars,bangun sejarah tur pandu,1
592,Nur Fariz Zulhilmi,4 years ago,5 stars,bagus nyaman rasa nyaman sejarah,1
593,pajar gumelar,a year ago,5 stars,waris tahu anak anak baik,1
594,Fish Bone,5 years ago,5 stars,kraton sultan yogyakarta rupa tempat duduk utama sultan yogyakarta keluarga,1
595,Subiakto Aji Prabowo,5 years ago,5 stars,aku tahu mana ruang sultan,1
596,Fitria Nurmastuti,3 years ago,5 stars,temu turis luar negeri sini tempat tepat,1
597,Johanes Sirait,a year ago,5 stars,potong sejarah sangat cengang,1
598,Verra Okti P.,3 years ago,5 stars,bintik kraton sangat takjub unjung,1
599,vitri sulthon,4 years ago,5 stars,bagi sejarah indonesia tinggal jawa penuh kenang sejarah,1
600,vergio_ve,5 years ago,5 stars,tempat sangat baik unjung ajar sejarah jawa indonesia,1
601,Holger Bauer,4 years ago,5 stars,tempat bagus sangat besar orang orang ramah kerja sana,1
602,Uya Aulia M,5 years ago,5 stars,tempat sejarah datang sini pertama kali yogyakarta,1
603,Den Jatayu,5 years ago,5 stars,salah satu kratonnya darat jawa tampil budaya jawa tempo dulu,1
604,ahmad arinal haq,4 years ago,5 stars,penuh sejarah pandu bagus layan perawatanx luar biasa,1
605,Ola Oli,8 years ago,5 stars,sangat baik datang kraton jantung jawa,1
606,Wahyudi Fitriyanto,4 years ago,5 stars,tempat sejarah tiket masuk jangkau,1
607,Emma Cahya,2 years ago,5 stars,sangat bagus segera,1
608,Fahmi Iskandar,3 years ago,5 stars,kraton bagus cerita,1
609,Nancy W,3 years ago,5 stars,alangkah indah penuh mitos sejarah budaya,1
610,Memoriika,4 years ago,5 stars,jadi pandu lokal sebentar,1
611,Amiruddin Zainal (Amir),4 years ago,5 stars,kraton tradisional indah,1
612,adelia Qori,4 years ago,5 stars,ikon yogyakarta tempat ajar sejarah raja mataram,1
613,Jhe Je,a year ago,5 stars,tempat sangat indah,1
614,Sin N (Ashraff),3 years ago,5 stars,tahu sejarah java sana,1
615,Marwedhi Nurratyo,4 years ago,5 stars,salah satu sedikit kraton akhir diri jawa bekas hati rakyat,1
616,yolatasha dwirani putri,3 years ago,5 stars,ajar sejarah lalu kraton,1
617,Lex Luthor,2 years ago,5 stars,tempat bagus kunjung suka,1
618,Fajar Syamsu MJTV,4 years ago,5 stars,tempat sangat sejarah buat datang,1
619,Josse Darwanto,5 years ago,5 stars,tempat bagus lihat sejarah yogyakarta tempat,1
620,Fredrik Sinaga,6 years ago,5 stars,tempat bagus lihat beberapa bangun aneh banyak sejarah,1
621,jason wisely,5 years ago,5 stars,kraton tempat sangat indah cerah,1
622,Agustinus Agung,4 years ago,5 stars,kraton sultan yogyakarta sangat bagus lihat yogyakarta,1
623,Lita Devina,a year ago,5 stars,ingat masa kecil sini,1
624,ilham farid,3 years ago,5 stars,arif lokal bangga,1
625,R Kurniawan,5 years ago,5 stars,macam tempat memorial enak banget buat nongkrong,1
626,sufian tan,11 months ago,5 stars,tempat kunjung yogya,1
627,Cery Dewanto,4 years ago,5 stars,tempat sangat indah tinggal of yogyakarta,1
628,Khalid Robiyul,3 years ago,5 stars,bagi besar arsitektur cantik bangun abad,1
629,Harry,6 years ago,5 stars,kraton baik besar jawa bangun tinggal hidup,1
630,yulia agustono,a year ago,5 stars,tempat bagus kunjung,1
631,Lina Ambar Melani,5 years ago,5 stars,tempat sejarah yogyakarta unjung tempat suatu hari,1
632,inayah nuru,5 years ago,5 stars,temu tempat budaya sejarah sini,1
633,John Nuryadin,3 years ago,5 stars,kraton sejarah yogyakarta indah takjub,1
634,One Will,a year ago,5 stars,tempat sangat bagus,1
635,hady halim,5 years ago,5 stars,sejarah panjang raja jawa,1
636,sheldon Zedd,4 years ago,5 stars,tempat bukan kraton megah tempat budaya hebat,1
637,Alexius Adhitya Khrisnatama,5 years ago,5 stars,luar biasa penuh informasi sejarah budaya jawa,1
638,Isa,5 years ago,5 stars,tempat sejarah tampil hari jam pagi,1
639,iman prastyo,6 years ago,5 stars,saksi raja besar yogyakarta budaya tradisi unik,1
640,Seraphina Natasha,5 years ago,5 stars,tempat bagus mana ajar budaya jawa,1
641,Jac Cremers,5 years ago,5 stars,tempat lihat paham sejarah lokal,1
642,Prabhu Phamunkas,6 years ago,5 stars,ajar sejarah budaya bangga yogyakarta datang situs,1
643,benny laksono,5 years ago,5 stars,tempat spesial atraksi wisatawan tempat sejarah tempat suci,1
644,Achmad Sofari Usman,3 years ago,5 stars,budaya sejarah pernah henti kagum,1
645,RistandyH channel,7 years ago,5 stars,tempat sangat eksotis romantis,1
646,Ernest Steven,3 years ago,5 stars,jangan lupa sewa pandu jelas sejarah kraton,1
647,Anis Illahi,5 years ago,5 stars,masuk sini hari senin tonton beberapa tunjuk tinggal museum,1
648,Dhiya Salsabilla,4 years ago,5 stars,kunjung datang yogyakarta,1
649,Frederick Qualley,4 years ago,5 stars,pandang cukup tarik dunia sultan indonesia,1
650,Raimi Holizar,3 years ago,5 stars,pandu wisata sangat lucu interaktif,1
651,Chi-Chuan Yeh,3 years ago,5 stars,paham hidup kisah raja,1
652,bima w,a year ago,5 stars,tempat bagus libur ajar,1
653,Farros Prihandoko,8 years ago,5 stars,cinta yogyakarta kota sangat baik,1
654,Ocean El S. N.,3 years ago,5 stars,tempat bagus cerita sejarah,1
655,Adam Wicaksono,3 years ago,5 stars,tuju libur bagus sejarah budaya yogyakarta,1
656,Bob Haigh,9 years ago,5 stars,tempat sangat tarik kunjung,1
657,Afim Prahesthi (Masfiem),6 years ago,5 stars,suka tempat budaya jawa aku cinta indonesia,1
658,azam saifullah,5 years ago,5 stars,situs sejarah bagus guna,1
659,asung wirawan,a year ago,5 stars,tempat bagus jalan jalan jogja,1
660,ini AK Channel,4 years ago,5 stars,raja yogyakarta luar biasa suasana sangat asli otentik,1
661,mifty fala,5 years ago,5 stars,suatu harus unjung bangun sejarah datang yogyakarta,1
662,Bhinuko Adistyo Nugroho,5 years ago,5 stars,tempat bagus libur ajar budaya jawa,1
663,Bung Dominic,5 years ago,5 stars,tempat sejarah veri keren,1
664,Randy Darmawan,3 years ago,5 stars,tempat sultan milik museum dalam,1
665,Romadhony Squad,5 years ago,5 stars,salah satu kota istimewa indonesia tiket murah jauh jalan malioboro,1
666,Hanisa Damar,5 years ago,5 stars,tempat sejarah besar yogyakarta inti sejarah,1
667,Nia,4 years ago,5 stars,alam luar biasa,1
668,Riski Hartanto,5 years ago,5 stars,tempat bagus kunjung ada jogja,1
669,yunia damayanti,6 years ago,5 stars,kraton luar biasa,1
670,DJ NFRNS,4 years ago,5 stars,satu satu kamu unjung biasa kamu mati,1
671,Agung Kurniawan,5 years ago,5 stars,momen baik idul fitri h,1
672,Supianto Liu,3 years ago,5 stars,tempat sejarah unjung jogja,1
673,Lolik Nganchux.2,5 years ago,5 stars,magnet yogyakarta kalian kesini lihat indah kraton,1
674,Saut LG,4 years ago,5 stars,tempat mana raja yogyakarta sebut sultan perintah rakyat,1
675,Titian Nan Teduh (Trip N Treat),4 years ago,5 stars,unjung kali lihat bangun utama,1
676,Omah Guyub TV,5 years ago,5 stars,tempat sangat indah tempat penting,1
677,Nugroho Agung Susanto,3 years ago,5 stars,kota tualang tempat indah,1
678,Neil Sofyar,4 years ago,5 stars,tempat lebih kenal budaya keluarga kraton yogyakarta,1
679,Eka Anggraini,3 years ago,5 stars,ajar budaya tradisional,1
680,Sri Nurhayanti,2 years ago,5 stars,tempat bagus kraton bagus,1
681,Asmorojati Kridatmaja,5 years ago,5 stars,orang orang ramah tempat sejuk tari indah,1
682,Santoso Arm96,5 years ago,5 stars,tuju wisata waris besar,1
683,Yustian S. Priambodo,5 years ago,5 stars,tempat milik ribu sejarah tradisi budaya,1
684,Taufik Trisnawan,3 years ago,5 stars,tempat ikonik sejarah kunjung,1
685,EstaPierlexa Shiro,3 years ago,5 stars,tempat sangat bagus banyak orang hebat,1
686,Harya Wirawan,4 years ago,5 stars,suka tempat budaya jawa asli,1
687,Fahrul Rosi,5 years ago,5 stars,waris orang jawa tempat rekomendasi kunjung yogyakarta,1
688,Laskar Pamungkas,3 years ago,5 stars,tempat bagus ajar sejarah jogja,1
